,title,averageRating,cluster_agg
1724,Practical Magic (1998),3.2142857142857144,805
6928,"Curious Case of Benjamin Button, The (2008)",3.5945945945945947,805
6276,"Illusionist, The (2006)",3.779069767441861,805
2924,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",4.0,805
1971,Dick Tracy (1990),2.8846153846153846,806
4936,"Punisher, The (2004)",3.5,806
1302,3 Ninjas: High Noon On Mega Mountain (1998),4.0,807
4900,Agent Cody Banks 2: Destination London (2004),4.0,807
6545,Daddy Day Camp (2007),0.5,808
5777,Are We There Yet? (2005),0.5,808
9056,Saving Christmas (2014),0.5,808
8676,Tooth Fairy 2 (2012),0.5,808
4949,Carandiru (2003),4.5,809
7535,Brother 2 (Brat 2) (2000),4.5,809
7055,"Stoning of Soraya M., The (2008)",4.5,809
4108,Brother (Brat) (1997),5.0,809
4116,Empire (2002),4.5,809
7332,12 Angry Men (1997),5.0,809
348,Jason's Lyric (1994),4.5,809
9618,"Three Billboards Outside Ebbing, Missouri (2017)",4.75,809
2687,Hamlet (2000),3.0,810
3860,Harvard Man (2001),3.0,810
1622,Return to Paradise (1998),2.5,810
6683,"Air I Breathe, The (2007)",3.0,810
4681,The Great Train Robbery (1978),3.5,811
4005,Flashback (1990),4.5,811
7099,Lost in Austen (2008),3.6666666666666665,812
5629,2046 (2004),4.071428571428571,812
7384,Mr. Nobody (2009),4.142857142857143,812
4984,"Witchfinder General (Conquerer Worm, The) (1968)",2.0,813
1995,Howling II: Your Sister Is a Werewolf (1985),2.0,813
9004,Always Watching: A Marble Hornets Story (2015),2.0,813
2878,"Ilsa, She Wolf of the SS (1974)",2.0,813
2870,Phantasm III: Lord of the Dead (1994),2.0,813
8965,Mortuary (1983),2.0,813
2154,Fright Night Part II (1988),2.0,813
2278,"Funhouse, The (1981)",2.0,813
1851,"Texas Chainsaw Massacre 2, The (1986)",2.0,813
2771,Sleepwalkers (1992),2.0,813
4124,"Beast Within, The (1982)",2.0,813
2162,Hell Night (1981),2.0,813
9312,Death Smiles on a Murderer (1973),2.0,813
1461,Halloween III: Season of the Witch (1982),2.1666666666666665,813
1458,Friday the 13th Part VIII: Jason Takes Manhattan (1989),2.0,813
1457,Friday the 13th Part VII: The New Blood (1988),2.0,813
1450,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",2.2,813
1449,"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.142857142857143,813
6498,Them (Ils) (2006),2.0,813
9191,The Devil's Candy (2015),2.0,813
1462,Halloween 4: The Return of Michael Myers (1988),2.0,813
1020,Audrey Rose (1977),2.0,813
1474,"Exorcist III, The (1990)",2.0,813
1222,Wishmaster (1997),2.25,813
9320,The Conjuring 2 (2016),2.25,813
4235,"Black Stallion Returns, The (1983)",2.5,814
1185,Wild America (1997),2.6,814
1343,Barney's Great Adventure (1998),2.0,814
3917,Spy Kids 2: The Island of Lost Dreams (2002),2.2142857142857144,814
1022,"Birds, The (1963)",3.602272727272727,815
5913,High Tension (Haute tension) (Switchblade Romance) (2003),3.75,815
5518,"Silent Night, Deadly Night (1984)",3.5,815
6794,Shrooms (2007),3.5,815
7140,Paranormal Activity (2009),3.4,815
9389,Blair Witch (2016),3.5,815
8870,The Green Inferno (2014),3.5,815
8488,"Den, The (2013)",3.5,815
7219,Pontypool (2008),3.75,815
2255,Rawhead Rex (1986),3.5,815
6764,Stuck (2007),3.5,815
1021,"Believers, The (1987)",3.6666666666666665,815
352,In the Mouth of Madness (1995),3.4375,815
8399,13 Sins (2014),3.5,815
6465,Vacancy (2007),3.75,815
6724,"Ruins, The (2008)",3.5,815
675,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),3.8,815
5973,Red Eye (2005),3.388888888888889,815
8192,Maniac (2012),3.5,815
8247,You're Next (2011),3.75,815
3465,Session 9 (2001),3.625,815
7276,[REC]² (2009),3.6666666666666665,815
7680,Walled In (2009),3.5,815
7266,Agora (2009),4.0,816
8553,Copenhagen (2014),4.5,816
6423,Golden Door (Nuovomondo) (2006),4.5,816
1329,Hush (1998),2.0,817
9168,Mojave (2015),2.0,817
3950,Swimfan (2002),2.0,817
7614,Across the Hall (2009),2.0,817
9187,Standoff (2016),2.5,817
2867,"Crush, The (1993)",2.1666666666666665,817
206,Hideaway (1995),2.375,817
3523,Don't Say a Word (2001),2.5,817
3567,Domestic Disturbance (2001),2.0,817
9564,Tiger Raid (2016),2.0,817
8337,Bad Karma (2012),2.0,817
9479,American Fable (2017),2.5,817
2208,"Lady Eve, The (1941)",4.0,818
2651,Guys and Dolls (1955),3.9375,818
2825,House Party 2 (1991),0.75,819
7346,Sex and the City 2 (2010),1.0,819
8893,Aloha (2015),0.5,819
6808,"Zone, The (La Zona) (2007)",3.5,820
5602,"Boxer, The (1997)",3.5,820
5641,Ripley's Game (2002),3.333333333333333,820
6244,Babel (2006),3.5,820
7456,Black Swan (2010),3.6309523809523814,820
9090,Bridge of Spies (2015),3.4375,820
4616,Runaway Jury (2003),3.4411764705882355,820
6414,Breach (2007),3.5625,820
7716,We Need to Talk About Kevin (2011),3.5,820
6240,Edmond (2005),3.5,820
3931,One Hour Photo (2002),3.4736842105263164,820
6191,Hard Candy (2005),3.5,820
7722,Margin Call (2011),3.7857142857142856,820
2461,Single White Female (1992),3.375,820
192,Disclosure (1994),3.5384615384615383,820
6549,Death Sentence (2007),3.5,820
4490,Wait Until Dark (1967),3.4285714285714284,820
6563,Requiem (2006),3.5,820
5981,"Constant Gardener, The (2005)",3.4615384615384617,820
195,Death and the Maiden (1994),3.4285714285714284,820
3826,Unfaithful (2002),3.5,820
7776,"Girl with the Dragon Tattoo, The (2011)",3.488095238095238,820
7357,Winter's Bone (2010),3.4375,820
532,"Last Supper, The (1995)",3.333333333333333,820
3785,Changing Lanes (2002),3.333333333333333,820
3738,"Long Good Friday, The (1980)",3.5,820
1132,Smilla's Sense of Snow (1997),3.363636363636364,820
6515,"Mighty Heart, A (2007)",3.5,820
395,"Firm, The (1993)",3.5346534653465347,820
2624,Frequency (2000),3.4166666666666665,820
4038,Continental Divide (1981),5.0,821
9137,The Girls (1961),5.0,821
8516,Laggies (2014),5.0,821
3758,Seems Like Old Times (1980),5.0,821
3320,Crossing Delancey (1988),5.0,821
8815,Love and Pigeons (1985),5.0,821
4390,Belle époque (1992),5.0,821
6499,Sun Alley (Sonnenallee) (1999),5.0,821
8343,Chinese Puzzle (Casse-tête chinois) (2013),5.0,821
9186,Unicorn City (2012),5.0,821
9185,Spellbound (2011),5.0,821
8873,What Love Is (2007),5.0,821
6799,Watching the Detectives (2007),5.0,821
5654,My Sassy Girl (Yeopgijeogin geunyeo) (2001),5.0,821
2340,"Natural, The (1984)",3.6458333333333335,822
1431,Rocky (1976),3.828125,822
1073,Jerry Maguire (1996),3.594117647058824,822
1434,Chariots of Fire (1981),4.038461538461538,822
2520,"Bridge at Remagen, The (1969)",4.0,823
4147,"Duellists, The (1977)",4.166666666666667,823
8523,American Sniper (2014),3.8,823
1864,Heartbreak Ridge (1986),3.75,823
4153,War and Peace (1956),3.5,824
6561,Atonement (2007),3.5384615384615383,824
3466,Captain Corelli's Mandolin (2001),3.125,824
2357,Ride with the Devil (1999),3.875,824
6809,"Edge of Love, The (2008)",3.0,824
3211,"Sand Pebbles, The (1966)",3.5,824
7190,"Messenger, The (2009)",3.5,824
7272,Dear John (2010),3.5,824
2980,Malèna (2000),3.7,824
2051,Barry Lyndon (1975),3.7142857142857135,824
4068,Exodus (1960),3.5,824
4623,Beyond Borders (2003),3.5,824
7877,Dark Shadows (2012),2.5,825
7999,Frankenweenie (2012),2.5,825
2326,Sleepy Hollow (1999),3.4758064516129035,826
159,"Prophecy, The (1995)",3.458333333333333,826
1236,The Devil's Advocate (1997),3.4117647058823533,827
2554,...And Justice for All (1979),3.1666666666666665,827
7312,"Runaways, The (2010)",3.5,828
1714,Nashville (1975),3.6,828
4738,Jesus Christ Superstar (1973),4.0,828
7036,"Soloist, The (2009)",3.5,828
5229,De-Lovely (2004),4.0,828
2559,Mo' Better Blues (1990),3.4,828
208,Farinelli: il castrato (1994),3.6,828
5440,"Star Is Born, A (1954)",3.5,828
1411,"Great Ziegfeld, The (1936)",3.5,828
3597,Fame (1980),3.333333333333333,828
304,Backbeat (1993),3.5,828
5528,'Round Midnight (1986),3.5,828
996,Pink Floyd: The Wall (1982),3.760869565217391,828
8482,Get on Up (2014),3.5,828
6617,August Rush (2007),3.5,828
1091,Evita (1996),3.4166666666666665,828
2915,Dancer in the Dark (2000),3.975,828
3479,3 Ninjas (1992),2.083333333333333,829
3480,3 Ninjas Kick Back (1994),1.25,829
5583,Mr. Nanny (1993),1.5,829
7265,"Spy Next Door, The (2010)",2.0,829
5977,Valiant (2005),1.5,830
3927,"Adventures of Pluto Nash, The (2002)",2.333333333333333,831
7052,Land of the Lost (2009),3.2142857142857144,831
2861,Space Cowboys (2000),2.891304347826087,831
6754,Indiana Jones and the Kingdom of the Crystal Skull (2008),2.833333333333333,831
3069,Innerspace (1987),3.125,831
8988,Afro Samurai (2007),2.5,832
3680,Escaflowne: The Movie (Escaflowne) (2000),3.25,832
7395,Scott Pilgrim vs. the World (2010),3.704545454545455,833
2454,"Mariachi, El (1992)",3.555555555555556,834
7833,Red Hill (2010),3.0,834
931,"Right Stuff, The (1983)",3.863636363636364,835
999,Forbidden Planet (1956),3.807692307692308,835
7071,Daria: Is It College Yet? (2002),1.0,836
9453,The Spirit of Christmas (1995),1.5,836
7779,Alvin and the Chipmunks: Chipwrecked (2011),1.0,836
5717,Mean Creek (2004),3.75,837
4935,Kill Bill: Vol. 2 (2004),3.868181818181818,837
3705,Super Troopers (2001),3.6041666666666665,838
1773,Fletch (1985),3.083333333333333,838
4876,"Herod's Law (Ley de Herodes, La) (2000)",3.0,838
4749,"Shot in the Dark, A (1964)",2.5,838
7382,"No. 1 Ladies' Detective Agency, The (2008)",3.0,838
5730,Casshern (2004),3.5,839
7147,Ink (2009),3.5,839
3294,More (1998),5.0,840
5160,Shrek 2 (2004),3.5760869565217392,841
1390,Mulan (1998),3.566666666666667,841
2823,The Golden Voyage of Sinbad (1973),4.0,842
3661,Dragonslayer (1981),4.083333333333333,842
7211,Alice (2009),4.0,842
8770,Dragonheart 3: The Sorcerer's Curse (2015),4.0,842
8699,Untitled Spider-Man Reboot (2017),4.15625,842
2376,"7th Voyage of Sinbad, The (1958)",4.4,842
2942,Get Carter (2000),2.5,843
6004,Flightplan (2005),2.863636363636364,843
4257,Tears of the Sun (2003),2.642857142857143,843
4263,"Hunted, The (2003)",3.0,843
621,Eraser (1996),3.109375,843
1137,"Devil's Own, The (1997)",2.833333333333333,843
1911,Earthquake (1974),2.6666666666666665,843
1225,Fire Down Below (1997),2.6666666666666665,843
9342,Hazard (2005),3.0,843
1066,Under Siege (1992),2.8541666666666665,843
6320,"Marine, The (2006)",2.75,843
1347,Mercury Rising (1998),3.0,843
274,"Specialist, The (1994)",3.0789473684210527,843
8524,Tusk (2014),3.5,844
4119,Visitor Q (Bizita Q) (2001),3.3,844
9175,He Never Died (2015),3.5,844
6438,"Host, The (Gwoemul) (2006)",4.0,845
2758,Night of the Creeps (1986),3.1666666666666665,845
7859,"Cabin in the Woods, The (2012)",4.0227272727272725,845
4542,Squirm (1976),2.0,846
8035,Vamps (2012),1.5,846
5345,Raise Your Voice (2004),5.0,847
4246,Open Hearts (Elsker dig for evigt) (2002),5.0,847
6880,Tin Man (2007),2.25,848
7607,Mothra (Mosura) (1961),3.0,848
5288,Biggles (1986),3.0,848
4243,Gods and Generals (2003),3.0,849
1826,"Thin Red Line, The (1998)",3.3,849
7652,"New One-Armed Swordsman, The (Xin du bi dao) (1971)",3.0,849
2573,Red Dawn (1984),3.4285714285714284,849
3724,We Were Soldiers (2002),3.333333333333333,849
5209,Memphis Belle (1990),3.083333333333333,849
3856,Windtalkers (2002),2.875,849
2808,"Patriot, The (2000)",3.4485294117647056,849
3610,Behind Enemy Lines (2001),3.25,849
2631,Force 10 from Navarone (1978),2.9166666666666665,849
5964,The Great Raid (2005),3.1666666666666665,849
8341,We Are What We Are (2013),2.25,850
6203,"American Haunting, An (2005)",1.5,850
1016,"Amityville Horror, The (1979)",2.6333333333333333,850
5780,Boogeyman (2005),2.0,850
5718,"Ring Two, The (2005)",2.3,850
5986,Cry_Wolf (a.k.a. Cry Wolf) (2005),2.25,850
6945,"General Died at Dawn, The (1936)",0.5,851
8167,Epic (2013),3.0,852
6915,Shrek the Halls (2007),2.5,852
9121,Bloodsport: The Dark Kumite (1999),0.5,853
8884,Survivor (2015),0.5,853
7189,Derailed (2002),0.5,853
6101,7 Faces of Dr. Lao (1964),5.0,854
6667,Cat Soup (Nekojiru-so) (2001),4.0,855
506,Aladdin (1992),3.792349726775957,856
1543,"Jungle Book, The (1967)",3.830188679245283,856
3770,Panic Room (2002),3.0,857
4297,Phone Booth (2002),3.140625,857
711,Notorious (1946),4.25,858
2518,"Big Country, The (1958)",3.25,859
3017,"Claim, The (2000)",2.833333333333333,859
4080,Rio Grande (1950),3.5,859
9142,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),5.0,860
9140,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983),5.0,860
9141,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),5.0,860
7150,Trick 'r Treat (2007),2.5,861
1723,Bride of Chucky (Child's Play 4) (1998),2.1666666666666665,861
2099,"American Werewolf in Paris, An (1997)",2.3,861
9132,Solace (2015),2.0,862
6264,"Night Listener, The (2006)",2.833333333333333,862
3593,"Last Wave, The (1977)",3.0,862
7741,Hugo (2011),3.75,863
273,"Secret of Roan Inish, The (1994)",3.75,863
1930,"King and I, The (1999)",3.0,864
4230,"Jungle Book 2, The (2003)",3.0,864
2470,"Tigger Movie, The (2000)",3.1666666666666665,864
272,"Swan Princess, The (1994)",3.333333333333333,864
2956,"Adventures of Ichabod and Mr. Toad, The (1949)",3.0,864
2606,"Road to El Dorado, The (2000)",3.1153846153846154,864
7371,Despicable Me (2010),3.684210526315789,865
7180,Fantastic Mr. Fox (2009),4.083333333333333,865
5673,Tremors 4: The Legend Begins (2004),2.0,866
2906,"Way of the Gun, The (2000)",3.125,867
7792,Man on a Ledge (2012),3.1666666666666665,867
1962,Entrapment (1999),2.9883720930232562,867
3798,Murder by Numbers (2002),2.8571428571428568,867
6146,16 Blocks (2006),3.0,867
1932,True Crime (1999),2.75,867
456,Romeo Is Bleeding (1993),3.1666666666666665,867
6670,Untraceable (2008),3.0,867
499,"Escort, The (Scorta, La) (1993)",3.0,867
4326,Confidence (2003),2.833333333333333,867
9687,Battle Planet (2008),2.0,868
2114,Universal Soldier (1992),2.2058823529411766,868
4685,Highlander II: The Quickening (1991),1.8571428571428568,868
9403,Night Guards (2016),1.5,868
2683,Battlefield Earth (2000),1.6578947368421053,868
3694,Rollerball (2002),1.7857142857142858,868
2843,Freejack (1992),2.0,868
5103,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),4.0,869
4582,Where Eagles Dare (1968),4.0,869
8347,Divergent (2014),3.0,870
581,Dead Man (1995),3.966666666666667,871
628,Lone Star (1996),4.157894736842104,871
9169,Wizards of Waverly Place: The Movie (2009),4.0,872
3936,Satin Rouge (2002),5.0,873
3451,Marat/Sade (1966),4.5,873
481,Thirty-Two Short Films About Glenn Gould (1993),4.5,873
5700,Millions (2004),3.5,874
2146,Stop Making Sense (1984),3.8571428571428568,875
7000,Anvil! The Story of Anvil (2008),3.75,875
2368,U2: Rattle and Hum (1988),3.25,875
2741,"Decline of Western Civilization, The (1981)",3.75,875
4079,Standing in the Shadows of Motown (2002),3.5,875
5472,Sympathy for the Devil (1968),3.0,875
5071,Monterey Pop (1968),3.5,875
894,Madonna: Truth or Dare (1991),3.5,875
6502,"Legend of Sleepy Hollow, The (1980)",1.5,876
6159,Leprechaun 3 (1995),2.0,876
1607,House II: The Second Story (1987),1.75,876
4896,Pickup on South Street (1953),4.0,877
1531,Out of the Past (1947),4.125,877
3269,Kiss Me Deadly (1955),4.0,877
3664,Impostor (2002),3.0,878
4132,Star Trek: Nemesis (2002),3.1052631578947367,878
7185,2012 (2009),2.619047619047619,878
4286,"Core, The (2003)",2.375,878
7182,Battlestar Galactica: The Plan (2009),4.25,879
9522,Okja (2017),3.75,879
4493,THX 1138 (1971),3.7857142857142856,879
4865,Thirteen (2003),3.611111111111111,880
840,Rebel Without a Cause (1955),4.1,880
4627,Elephant (2003),3.555555555555556,880
1718,"Mighty, The (1998)",3.6666666666666665,880
7816,Pitfall (Otoshiana) (1962),3.5,881
1308,Fallen (1998),3.5,881
2842,Anatomy of a Murder (1959),4.0,882
3644,Witness for the Prosecution (1957),4.388888888888889,882
3309,Big Top Pee-Wee (1988),1.9375,883
3666,Snow Dogs (2002),2.333333333333333,883
4484,Camp Nowhere (1994),2.5,883
6200,RV (2006),2.0,883
1519,Herbie Goes to Monte Carlo (1977),2.333333333333333,883
1334,Paulie (1998),2.3125,883
6898,Beverly Hills Chihuahua (2008),2.125,883
5221,Around the World in 80 Days (2004),2.5,883
6275,Born to Kill (1947),4.0,884
5184,Suddenly (1954),3.5,884
2568,Double Indemnity (1944),4.323529411764706,884
5096,I Am a Fugitive from a Chain Gang (1932),3.6666666666666665,884
5207,White Heat (1949),3.6666666666666665,884
3128,Manhunter (1986),3.9166666666666665,885
9103,Unforgiven (2013),0.5,886
2778,Fatal Beauty (1987),1.0,886
8377,3 Days to Kill (2014),1.0,886
2574,Band of the Hand (1986),1.0,886
651,"Crow: City of Angels, The (1996)",2.833333333333333,887
8096,"Liability, The (2012)",3.0,887
7794,Haywire (2011),2.833333333333333,887
7700,Killer Elite (2011),2.833333333333333,887
3693,Collateral Damage (2002),2.7777777777777777,887
762,"Glimmer Man, The (1996)",3.0,887
8126,Olympus Has Fallen (2013),2.875,887
3169,Driven (2001),3.0,887
3405,"Package, The (1989)",3.0,887
9325,Bloodmoon (1997),2.5,887
3139,Exit Wounds (2001),2.75,887
7096,12 Rounds (2009),3.0,887
3099,3000 Miles to Graceland (2001),2.7142857142857144,887
1105,Dante's Peak (1997),2.625,887
3976,Ballistic: Ecks vs. Sever (2002),2.5,887
7381,Salt (2010),2.966666666666667,887
367,Blown Away (1994),2.85,887
193,Drop Zone (1994),2.863636363636364,887
2487,Reindeer Games (2000),2.4615384615384617,887
2116,In Too Deep (1999),3.0,887
2650,Auntie Mame (1958),3.7,888
4838,Reefer Madness (a.k.a. Tell Your Children) (1938),3.25,888
5275,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",3.5,888
4177,Alice Adams (1935),3.5,888
3255,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.75,888
5231,Bob & Carol & Ted & Alice (1969),3.5,888
5135,I Love You Again (1940),3.5,888
3516,Pocketful of Miracles (1961),3.5,888
2387,Carnal Knowledge (1971),3.5,888
4565,"Rules of the Game, The (La règle du jeu) (1939)",3.5,888
4494,Kind Hearts and Coronets (1949),3.333333333333333,888
4760,Pygmalion (1938),3.5,888
4933,Going in Style (1979),2.5,889
5920,Saint Ralph (2004),2.5,889
462,"Scout, The (1994)",2.333333333333333,889
7283,Greenberg (2010),2.333333333333333,889
8173,Frances Ha (2012),2.5,889
1673,Hero (1992),2.5,889
4328,It Runs in the Family (2003),2.5,889
4319,Memories of Me (1988),2.5,889
4324,"My Father the Hero (Mon père, ce héros.) (1991)",2.1666666666666665,889
2917,Beautiful (2000),2.5,889
3887,Me Without You (2001),2.5,889
4440,Curly Sue (1991),2.333333333333333,889
4444,Masked & Anonymous (2003),2.5,889
2837,Chuck & Buck (2000),2.5,889
9718,Boundaries (2018),2.5,889
5784,Employee of the Month (2004),2.25,889
310,Crooklyn (1994),2.5,889
6214,Game 6 (2005),2.5,889
2227,"Story of Us, The (1999)",2.4,889
9305,The Meddler (2016),2.5,889
7539,Take Me Home Tonight (2011),2.5,889
4599,Leap of Faith (1992),2.333333333333333,889
7512,"Dilemma, The (2011)",2.5,889
2491,"Next Best Thing, The (2000)",2.1666666666666665,889
67,Big Bully (1996),2.2,889
2301,Anywhere But Here (1999),2.5,889
6105,Grand Theft Parsons (2003),2.5,889
7772,Young Adult (2011),2.25,889
2997,Punchline (1988),2.5,889
6318,Running With Scissors (2006),2.5,889
3162,Crocodile Dundee in Los Angeles (2001),2.1923076923076925,889
1397,Buffalo '66 (a.k.a. Buffalo 66) (1998),3.4166666666666665,890
7894,Moonrise Kingdom (2012),3.775862068965517,890
2971,You Can Count on Me (2000),4.166666666666667,891
3513,"Little Foxes, The (1941)",4.0,891
8796,Cinderella (2015),4.0,892
733,It's a Wonderful Life (1946),4.0344827586206895,892
8612,By the Gun (2014),2.0,893
8282,"Counselor, The (2013)",1.5,893
8368,Cold Comes the Night (2013),2.0,893
122,Amateur (1994),2.0,893
8559,Zulu (2013),1.5,893
8041,Deadfall (2012),1.5,893
8711,The Gambler (2014),2.0,893
8532,"Captive, The (2014)",2.0,893
4169,Confessions of a Dangerous Mind (2002),3.6,894
7293,Leaves of Grass (2009),3.1666666666666665,894
7129,"Informant!, The (2009)",3.6666666666666665,894
791,Freeway (1996),3.1,894
7032,Were the World Mine (2008),3.5,895
1444,Labyrinth (1986),3.821428571428572,895
7209,Did You Hear About the Morgans? (2009),3.0,896
4180,Band of Outsiders (Bande à part) (1964),3.5,896
8785,Focus (2015),3.25,896
6518,Live Free or Die Hard (2007),3.40625,897
4527,Once Upon a Time in Mexico (2003),3.2142857142857144,897
5021,"Warriors, The (1979)",3.9375,897
142,Hackers (1995),3.2285714285714286,897
8178,After Earth (2013),1.0,898
7820,Journey 2: The Mysterious Island (2012),0.5,898
690,North by Northwest (1959),4.1842105263157885,899
6254,Night at the Museum (2006),3.239130434782609,900
8220,"Wolverine, The (2013)",3.375,901
5918,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),3.0,901
5300,Thunderbirds (2004),2.75,901
3080,Masters of the Universe (1987),2.5625,901
3174,Krull (1983),2.9,901
9645,Star Wars: The Last Jedi (2017),3.125,901
8698,X-Men: Apocalypse (2016),3.071428571428572,901
7807,Chronicle (2012),3.375,902
68,Screamers (1995),3.4,902
7847,Lockout (2012),3.1666666666666665,902
7948,Total Recall (2012),3.1875,902
5169,"Chronicles of Riddick, The (2004)",3.3043478260869565,902
7132,Gamer (2009),3.4285714285714284,902
6209,X-Men: The Last Stand (2006),3.3557692307692313,902
5943,"Island, The (2005)",3.3548387096774195,902
7661,Death Race 2 (2010),3.5,902
9031,Ready Player One,3.5,902
7369,Predators (2010),3.3,902
7296,Repo Men (2010),3.5,902
6349,Déjà Vu (Deja Vu) (2006),3.3,902
8696,Captain America: Civil War (2016),3.613636363636364,902
1972,"Mummy, The (1999)",3.1206896551724137,903
9501,The Mummy (2017),3.5,903
4309,Holes (2003),3.425,904
3855,Scooby-Doo (2002),2.8529411764705883,904
5350,Team America: World Police (2004),3.46875,905
7194,Teenage Mutant Ninja Turtles: Turtles Forever (2009),3.0,905
6702,Diary of the Dead (2007),2.833333333333333,906
1405,Plan 9 from Outer Space (1959),3.1875,906
447,"Puppet Masters, The (1994)",3.0,906
2184,Phantasm (1979),2.8928571428571432,906
2004,Swamp Thing (1982),2.9375,906
1023,"Blob, The (1958)",3.0,906
2724,Quatermass and the Pit (1967),3.0,906
290,Village of the Damned (1995),2.833333333333333,906
7823,"Atomic Brain, The (1963)",3.5,906
3998,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",3.0,906
2932,"Invisible Man, The (1933)",3.5,906
1996,Tarantula (1955),3.0,906
4154,Attack of the Crab Monsters (1957),3.0,906
3311,"Blob, The (1988)",2.833333333333333,906
6625,"Mist, The (2007)",3.4285714285714284,906
7706,BlinkyTM (2011),3.0,906
1713,My Cousin Vinny (1992),3.26271186440678,907
5277,"Bachelor and the Bobby-Soxer, The (1947)",3.0,907
3385,How to Get Ahead in Advertising (1989),3.625,908
6969,Dead Like Me: Life After Death (2009),3.5,908
2331,Harvey (1950),3.8333333333333335,908
1628,Beetlejuice (1988),3.4725274725274726,908
3786,Frailty (2001),3.863636363636364,909
1855,"Name of the Rose, The (Name der Rose, Der) (1986)",3.75,909
641,Kaspar Hauser (1993),4.0,910
5509,Smiley's People (1982),4.0,910
2315,"Verdict, The (1982)",4.357142857142857,910
7121,"White Ribbon, The (Das weiße Band) (2009)",4.5,910
7110,Tetro (2009),4.5,910
6824,Henry Poole is Here (2008),4.0,910
2789,"Conversation, The (1974)",4.205882352941177,910
8360,Nymphomaniac: Volume II (2013),4.5,910
6897,The Island (2006),4.0,910
1441,Klute (1971),4.083333333333333,910
2015,"Red Violin, The (Violon rouge, Le) (1998)",4.026315789473684,910
2070,"Morning After, The (1986)",4.0,910
705,Citizen Kane (1941),4.043478260869565,910
860,Jean de Florette (1986),4.090909090909091,910
9274,Finding Dory (2016),3.5769230769230766,911
5989,Family Guy Presents Stewie Griffin: The Untold Story (2005),3.7083333333333335,911
7961,ParaNorman (2012),3.5,911
8189,Monsters University (2013),3.875,911
8385,Mr. Peabody & Sherman (2014),3.25,911
8123,"Croods, The (2013)",3.7777777777777777,911
8650,Taken 3 (2015),2.7,912
1306,Hard Rain (1998),2.5,912
3920,xXx (2002),2.770833333333333,912
7635,Takers (2010),2.75,912
2802,Shaft (2000),2.6578947368421053,912
6716,"Shepherd: Border Patrol, The (2008)",2.5,912
5675,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",2.5,912
8809,Furious 7 (2015),2.75,912
9721,SuperFly (2018),2.5,912
4365,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",2.6052631578947367,912
415,What's Love Got to Do with It? (1993),3.3823529411764706,913
4603,Yankee Doodle Dandy (1942),4.0,913
438,"Next Karate Kid, The (1994)",2.3666666666666667,914
153,Mighty Morphin Power Rangers: The Movie (1995),2.264705882352941,914
9281,Tenchi Muyô! In Love (1996),5.0,915
8820,Tom and Jerry: A Nutcracker Tale (2007),5.0,915
9588,Bobik Visiting Barbos (1977),5.0,915
6410,"Ugly Duckling and Me!, The (2006)",5.0,915
9388,"Wings, Legs and Tails (1986)",5.0,915
7650,Winnie the Pooh (2011),3.0,916
6212,Cars (2006),3.3780487804878048,916
6112,Hoodwinked! (2005),3.25,916
6504,Surf's Up (2007),3.5,916
8002,Hotel Transylvania (2012),3.4090909090909087,916
2806,Chicken Run (2000),3.551282051282051,916
7576,Hop (2011),2.75,916
5556,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),3.0,917
2283,Yojimbo (1961),4.230769230769232,918
1494,Seven Samurai (Shichinin no samurai) (1954),4.1875,918
8730,Brooklyn (2015),3.875,919
6325,Little Children (2006),3.875,919
4064,Frida (2002),3.78125,919
7988,"Perks of Being a Wallflower, The (2012)",3.825,919
4075,Far from Heaven (2002),3.863636363636364,919
7171,Up in the Air (2009),3.71875,919
16,Sense and Sensibility (1995),3.776119402985074,919
1265,Sliding Doors (1998),3.6,919
2406,"Way We Were, The (1973)",3.625,919
1294,"Horse Whisperer, The (1998)",3.75,919
76,Angels and Insects (1995),3.8571428571428568,919
1355,Live Flesh (Carne trémula) (1997),3.875,919
6936,Revolutionary Road (2008),3.7,919
4162,"Hours, The (2002)",3.7,919
2377,Anna and the King (1999),3.6666666666666665,919
3647,Charlotte Gray (2001),3.75,919
388,Farewell My Concubine (Ba wang bie ji) (1993),3.8333333333333335,919
994,"Room with a View, A (1986)",3.7058823529411766,919
3022,"Officer and a Gentleman, An (1982)",3.6428571428571432,919
450,"Remains of the Day, The (1993)",3.6041666666666665,919
